City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
377,magog,1,CA,1563513250,88,45.27,-72.15,66.99,4.7
378,nabire,26,ID,1563513250,59,-3.36,135.5,84.71,4.74
379,atar,0,MR,1563513022,28,20.52,-13.05,83.27,12.21
380,havelock,1,US,1563512951,78,34.88,-76.9,84.0,9.17
381,manaure,4,CO,1563513039,85,11.78,-72.45,79.85,18.14
382,kahului,40,US,1563513054,74,20.89,-156.47,82.4,20.8
383,kodaikanal,100,IN,1563513251,81,10.24,77.49,75.53,9.8
384,teknaf,87,BD,1563513251,80,20.86,92.31,84.89,15.5
385,paamiut,100,GL,1563512949,92,61.99,-49.67,42.59,5.48
386,geraldton,75,CA,1563512722,93,49.72,-86.95,62.6,6.93
387,elsmere,1,US,1563513252,83,39.01,-84.6,79.0,5.82
388,puerto montt,90,CL,1563513252,93,-41.47,-72.94,46.4,18.34
389,fairbanks,75,US,1563512995,56,64.84,-147.72,75.2,8.05
390,allapalli,100,IN,1563513252,86,19.43,80.06,80.57,1.36
391,sinegorskiy,23,RU,1563513252,52,48.01,40.84,73.73,6.69
392,coruripe,100,BR,1563512985,94,-10.12,-36.18,69.59,8.79
393,isangel,40,VU,1563512957,65,-19.55,169.27,77.0,9.17
394,ilulissat,100,GL,1563512685,93,69.22,-51.1,46.4,9.17
395,adrar,73,DZ,1563513080,11,27.87,-0.29,96.8,16.11
396,yerbogachen,43,RU,1563513067,34,61.28,108.01,65.09,14.56
397,miri,100,NG,1563513253,97,10.31,9.75,65.63,9.78
398,kandrian,100,PG,1563513253,84,-6.21,149.55,75.89,10.42
399,doctor arroyo,1,MX,1563513254,81,23.67,-100.18,64.55,10.65
400,raudeberg,75,NO,1563513043,87,61.99,5.14,59.0,13.87
401,luwuk,52,ID,1563513254,67,-0.95,122.79,75.53,4.34
402,namibe,0,AO,1563513025,69,-15.19,12.15,70.85,3.65
403,gillette,1,US,1563512946,77,44.29,-105.5,70.0,9.33
404,wajima,75,JP,1563513068,100,37.4,136.9,73.4,5.82
405,elizabeth city,1,US,1563513077,83,36.3,-76.22,82.99,8.81
406,umm kaddadah,83,SD,1563513007,55,13.6,26.69,82.37,13.49
407,dunedin,100,NZ,1563512955,81,-45.87,170.5,50.0,13.0
408,jos,100,NG,1563513255,98,9.92,8.9,67.97,3.42
409,devils lake,1,US,1563512984,88,48.11,-98.87,73.4,8.05
410,dubbo,0,AU,1563513255,41,-32.25,148.6,60.8,6.93
411,makakilo city,90,US,1563513255,69,21.35,-158.09,84.2,3.36
412,punta gorda,1,US,1563513255,94,26.93,-82.05,80.6,5.82
413,antalaha,29,MG,1563513256,74,-14.9,50.28,69.23,2.84
414,cockburn town,93,TC,1563512841,79,21.46,-71.14,82.91,22.08
415,nefteyugansk,0,RU,1563513256,73,61.09,72.61,69.8,11.18
416,nara,75,JP,1563513256,94,34.68,135.8,80.6,4.7
417,sumter,1,US,1563513028,100,33.92,-80.34,78.01,5.82
418,santa rosa,21,AR,1563513256,41,-36.62,-64.29,42.23,7.31
419,ararat,0,AM,1563513257,39,39.85,44.7,80.6,4.7
420,silves,0,PT,1563513257,68,37.19,-8.44,71.6,4.7
421,kudahuvadhoo,99,MV,1563513257,73,2.67,72.89,82.91,16.22
422,serrinha,42,BR,1563513257,95,-11.66,-39.0,63.11,8.52
423,agirish,99,RU,1563513257,69,61.92,63.02,62.03,5.06
424,russell,1,US,1563513009,52,38.9,-98.86,87.8,16.11
425,tabuk,100,PH,1563513258,78,17.41,121.44,74.99,6.71
426,gaya,20,IN,1563513258,63,24.8,85.01,91.4,4.7
427,arraial do cabo,7,BR,1563512708,77,-22.97,-42.02,63.65,10.56
428,buriti bravo,0,BR,1563513258,62,-5.84,-43.84,72.65,8.21
429,riohacha,10,CO,1563513258,82,11.54,-72.91,79.49,10.76
430,cooma,0,AU,1563513259,35,-36.24,149.13,57.2,4.7
431,san ramon,73,NI,1563513259,94,12.92,-85.84,65.45,6.26
432,beira,90,ES,1563513259,93,43.2,-8.36,64.99,2.24
433,guimaraes,90,PT,1563513259,100,41.44,-8.3,64.99,1.66
434,moerai,1,PF,1563513259,69,-22.43,-151.33,69.59,14.43
435,maningrida,36,AU,1563513260,54,-12.05,134.23,81.65,12.8
436,praia da vitoria,20,PT,1563513260,94,38.73,-27.07,70.0,15.26
437,mulege,3,MX,1563513260,50,26.88,-111.98,88.85,3.02
438,ankazoabo,0,MG,1563513260,53,-22.29,44.51,67.25,5.48
439,kesova gora,53,RU,1563513260,88,57.58,37.3,58.97,5.5
440,ocampo,58,MX,1563513261,57,27.32,-102.4,74.09,4.32
441,wittingen,0,DE,1563513261,88,52.73,10.74,64.99,7.14
442,sao gabriel da cachoeira,64,BR,1563513035,97,-0.13,-67.09,71.39,1.34
443,zhigansk,0,RU,1563513042,37,66.77,123.37,62.57,22.28
444,hirara,75,JP,1563512787,84,24.8,125.28,86.0,19.46
445,beyneu,0,KZ,1563513010,19,45.32,55.19,100.19,14.58
446,liku,72,ID,1563513262,70,-0.73,119.89,83.09,4.76
447,chermoz,0,RU,1563513262,66,58.79,56.15,60.59,4.07
448,newark,90,US,1563513162,88,40.74,-74.17,73.4,5.82
449,georgetown,0,GY,1563512945,100,6.8,-58.16,77.0,4.7
450,fortuna,1,US,1563512822,82,40.6,-124.16,60.01,4.7
451,melenki,0,RU,1563513262,77,55.94,42.98,66.2,2.24
452,zemio,72,CF,1563513263,96,5.02,25.13,71.03,4.12
453,akdepe,0,TM,1563512984,10,42.05,59.39,102.2,9.17
454,mandalgovi,51,MN,1563512882,42,45.76,106.27,75.35,18.37
455,san matias,53,BO,1563513263,48,-16.36,-58.4,73.01,3.2
456,tucupita,61,VE,1563513263,95,9.06,-62.05,72.83,4.56
457,maldonado,100,UY,1563512726,100,-34.91,-54.96,48.2,9.08
458,teya,5,MX,1563513263,78,21.05,-89.07,81.0,9.17
459,te anau,72,NZ,1563512947,89,-45.41,167.72,43.85,6.58
460,sosnovo-ozerskoye,51,RU,1563513264,36,52.53,111.54,82.73,1.16
461,eyl,40,SO,1563512978,38,7.98,49.82,85.07,35.1
462,progreso,0,UY,1563513105,93,-34.68,-56.22,54.0,8.05
463,batsfjord,20,NO,1563513264,76,70.63,29.72,53.6,16.11
464,la rioja,0,AR,1563513264,78,-29.41,-66.86,39.89,3.4
465,dryden,75,CA,1563513264,88,49.79,-92.84,64.4,13.87
466,henties bay,0,NA,1563512966,90,-22.12,14.28,48.99,11.86
467,piranshahr,0,IR,1563513265,11,36.7,45.14,75.17,2.28
468,pong,97,CM,1563513265,98,4.23,10.63,71.57,1.34
469,benjamin constant,20,BR,1563513265,100,-4.38,-70.03,75.2,6.93
470,teahupoo,20,PF,1563513265,57,-17.83,-149.27,75.2,4.7
471,staryy nadym,13,RU,1563513265,53,65.61,72.68,83.09,6.76
472,canutama,35,BR,1563513266,76,-6.53,-64.38,73.73,2.1
473,seymchan,100,RU,1563513266,72,62.93,152.39,49.25,13.15
474,satuba,75,BR,1563513266,83,-9.57,-35.82,73.4,5.82
475,netanya,20,IL,1563513096,65,32.33,34.86,82.4,5.82
476,sirjan,0,IR,1563513266,24,29.44,55.67,89.03,4.36
477,okha,65,RU,1563513110,90,53.59,142.95,58.97,10.45
478,lardos,0,GR,1563513267,69,36.09,28.02,77.0,6.93
479,la serena,75,CL,1563513267,93,-29.9,-71.25,50.0,9.17
480,kibala,0,TD,1563513267,94,9.11,18.35,73.4,5.66
481,methoni,0,GR,1563513267,72,36.82,21.7,75.0,5.82
482,malanje,0,AO,1563513267,35,-9.54,16.35,57.17,5.59
483,bundaberg,40,AU,1563513267,35,-24.87,152.35,71.6,13.87
484,kharan,0,PK,1563513268,29,28.58,65.42,98.21,6.24
485,poronaysk,100,RU,1563513268,67,49.22,143.1,75.35,9.91
486,norrkoping,0,SE,1563513268,77,58.59,16.18,60.8,3.15
487,ponta delgada,75,PT,1563513268,94,37.73,-25.67,69.8,10.29
488,jacareacanga,0,BR,1563513268,67,-6.22,-57.76,74.27,1.03
489,maniitsoq,100,GL,1563513103,88,65.42,-52.9,44.93,17.16
490,le port,3,FR,1563513035,68,42.87,1.37,64.0,4.0
491,petrovsk-zabaykalskiy,99,RU,1563513269,37,51.27,108.84,80.57,8.21
492,kamennogorsk,90,RU,1563513269,93,60.95,29.13,60.01,5.82
493,kidal,6,ML,1563513269,42,18.44,1.41,87.05,11.32
494,san sebastian,95,GT,1563513269,90,14.56,-91.65,53.01,3.18
495,plettenberg bay,68,ZA,1563513015,80,-34.05,23.37,53.21,18.92
496,guerrero negro,0,MX,1563512970,88,27.97,-114.04,65.45,14.67
497,visavadar,30,IN,1563513270,52,21.34,70.75,89.03,7.63
498,turukhansk,66,RU,1563512757,33,65.8,87.96,76.79,16.82
499,kundiawa,77,PG,1563513271,86,-6.02,144.97,60.41,4.81
500,hita,75,JP,1563513271,83,33.31,130.95,84.99,4.7
501,ambon,75,FR,1563513271,100,47.55,-2.56,64.0,2.24
502,nemuro,75,JP,1563513134,93,43.32,145.57,66.2,6.93
503,cimahi,58,ID,1563513271,46,-6.87,107.54,81.47,4.9
504,paita,33,PE,1563513272,91,-5.09,-81.11,61.85,11.9
505,morden,1,CA,1563513272,60,49.19,-98.1,71.6,8.05
506,khani,97,GE,1563512948,94,41.96,42.96,71.6,5.82
507,votkinsk,22,RU,1563513272,67,57.05,53.99,71.01,3.0
508,hillsborough,75,US,1563513272,77,37.57,-122.38,62.6,13.87
509,muchkapskiy,0,RU,1563513272,64,51.85,42.48,67.79,9.31
510,akhisar,0,TR,1563513273,73,38.92,27.84,71.6,6.17
511,hearst,23,CA,1563512974,86,49.69,-83.67,59.15,8.81
512,sabang,100,PH,1563513097,59,13.8,121.11,88.13,8.12
513,bubaque,100,GW,1563513273,82,11.28,-15.83,79.85,20.67
514,wenchi,99,GH,1563513273,89,7.74,-2.1,72.47,9.57
515,nowy dwor gdanski,0,PL,1563513273,87,54.21,19.12,66.99,1.12
516,baruun-urt,100,MN,1563513076,70,46.68,113.28,72.29,7.14
517,uinskoye,0,RU,1563513274,74,56.88,56.58,70.85,9.48
518,atlantic beach,1,US,1563513274,78,30.33,-81.4,82.0,3.36
519,alcaniz,0,ES,1563513274,70,41.05,-0.13,64.99,0.87
520,mahibadhoo,100,MV,1563513127,77,3.78,72.97,83.45,22.32
521,gorontalo,73,ID,1563513274,74,0.54,123.06,82.73,12.26
522,vila velha,75,BR,1563512961,78,-3.71,-38.6,86.0,11.41
523,yermakovskoye,64,RU,1563513275,59,53.28,92.4,74.27,6.64
524,port hardy,75,CA,1563513041,100,50.7,-127.42,53.6,4.7
525,oum hadjer,82,TD,1563513275,56,13.3,19.7,81.47,16.11
526,shimoda,75,JP,1563512996,88,34.7,138.93,84.99,21.92
527,marshall,1,US,1563513275,78,32.54,-94.37,82.99,6.93
528,morondava,0,MG,1563513275,70,-20.3,44.28,67.79,11.54
529,ingham,0,AU,1563513275,43,-18.65,146.16,68.33,5.59
530,imbituba,75,BR,1563512963,93,-28.24,-48.67,62.6,3.36
531,kasempa,0,ZM,1563513276,65,-13.46,25.83,54.47,7.23
532,poum,20,MK,1563513276,87,41.28,20.71,59.0,2.24
533,salinopolis,47,BR,1563513137,75,-0.61,-47.36,81.47,14.5
534,fuyu,100,CN,1563513276,56,47.79,124.46,83.81,7.92
535,monrovia,77,LR,1563513276,89,6.33,-10.8,75.89,10.65
536,vila,40,IT,1563513064,88,45.18,8.4,72.0,3.36
537,massakory,100,TD,1563513277,66,13.0,15.73,81.11,12.75
538,kalmunai,99,LK,1563513001,42,7.42,81.82,93.89,19.37
539,trat,90,TH,1563513277,94,12.25,102.51,82.99,5.82
540,matay,0,EG,1563513277,45,28.42,30.79,83.09,13.11
541,balkhash,0,KZ,1563513277,21,46.84,74.98,89.6,17.9
542,marana,1,US,1563513278,31,32.44,-111.22,93.2,8.41
543,acapulco,75,MX,1563512993,62,16.86,-99.88,84.2,8.05
544,youkounkoun,100,GN,1563513278,97,12.53,-13.12,72.29,4.97
545,ponta pora,95,BR,1563513279,58,-22.54,-55.73,62.93,6.51
546,kunya,100,NG,1563513279,69,12.22,8.53,77.51,14.03
547,birjand,0,IR,1563513127,10,32.86,59.22,89.6,18.34
548,cayenne,0,GF,1563512988,94,4.94,-52.33,75.2,1.74
549,trabzon,75,TR,1563513279,69,41.01,39.72,75.2,4.27
550,paka,100,CF,1563513279,97,4.15,15.03,68.33,3.4
551,suluq,2,LY,1563513279,67,31.67,20.25,76.79,7.67
552,kabinda,0,CD,1563513280,32,-6.14,24.49,69.23,3.85
553,pringsewu,79,ID,1563512957,61,-5.36,104.98,83.63,8.3
554,howard springs,0,AU,1563513280,18,-12.5,131.05,91.0,9.17
555,constitucion,93,MX,1563512973,63,23.99,-104.67,64.99,3.0
556,avera,1,US,1563512957,83,33.19,-82.53,79.0,3.36
557,umm lajj,58,SA,1563513280,76,25.02,37.27,87.05,15.05
558,saint-francois,0,FR,1563513142,93,46.42,3.91,54.0,3.36
559,taoudenni,54,ML,1563512701,21,22.68,-3.98,96.41,18.99
560,marsa matruh,20,EG,1563512991,83,31.35,27.25,71.6,5.39
561,lasa,20,CY,1563513067,73,34.92,32.53,78.8,5.82
562,brigantine,75,US,1563513134,94,39.41,-74.36,77.0,4.14
563,kovdor,100,RU,1563513281,85,67.56,30.47,51.23,6.69
564,namatanai,78,PG,1563513021,81,-3.66,152.44,80.21,10.96
565,sobolevo,97,RU,1563513281,93,54.43,31.9,57.35,15.12
